VARIACAO,HUMOR,COGNICAO,COMPORTAMENTO,PERCEPCAO,FISIOLOGICO,RISCO,DURACAO,RESULTADO
213,autoaversao,dificuldade para pensar,suicida,nao especificado,insonia,neuroticismo,> 2 semanas,transtorno depressivo maior
214,sentimentos de desvalia,dificuldade de concentracao,tentativa de suicidio,nao especificado,hipersonia,herdabilidade,> 2 semanas,transtorno depressivo maior
215,sofrimento intenso,indecisao,retraimento social,nao especificado,perturbacoes do sono,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
216,melancolia,pensamentos recorrentes de morte,choro,nao especificado,perturbacoes psicomotoras,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
217,humor deprimido,ideacao suicida,suicida,nao especificado,fadiga persistente,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
218,disforia,plano suicida,tentativa de suicidio,nao especificado,perda de energia,evento traumatico,> 2 semanas,transtorno depressivo maior
219,anedonia,problemas de memoria,retraimento social,nao especificado,sintomas somaticos,perda significativa,> 2 semanas,transtorno depressivo maior
220,tristeza,preocupacao,choro,nao especificado,catatonia,neuroticismo,> 2 semanas,transtorno depressivo maior
221,culpa delirante,ruminacao,suicida,nao especificado,alteracoes de peso significativas,herdabilidade,> 2 semanas,transtorno depressivo maior
222,sentimentos de inutilidade,recordacao intrusiva,tentativa de suicidio,nao especificado,alteracoes no apetite,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
223,desesperanca,perda de interesse,retraimento social,nao especificado,insonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
224,angustia generalizada,dificuldade para pensar,choro,nao especificado,hipersonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
225,autoaversao,dificuldade de concentracao,suicida,nao especificado,perturbacoes do sono,evento traumatico,> 2 semanas,transtorno depressivo maior
226,sentimentos de desvalia,indecisao,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,perda significativa,> 2 semanas,transtorno depressivo maior
227,sofrimento intenso,pensamentos recorrentes de morte,retraimento social,nao especificado,fadiga persistente,neuroticismo,> 2 semanas,transtorno depressivo maior
228,melancolia,ideacao suicida,choro,nao especificado,perda de energia,herdabilidade,> 2 semanas,transtorno depressivo maior
229,humor deprimido,plano suicida,suicida,nao especificado,sintomas somaticos,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
230,disforia,problemas de memoria,tentativa de suicidio,nao especificado,catatonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
231,anedonia,preocupacao,retraimento social,nao especificado,alteracoes de peso significativas,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
232,tristeza,ruminacao,choro,nao especificado,alteracoes no apetite,evento traumatico,> 2 semanas,transtorno depressivo maior
233,culpa delirante,recordacao intrusiva,suicida,nao especificado,insonia,perda significativa,> 2 semanas,transtorno depressivo maior
234,sentimentos de inutilidade,perda de interesse,tentativa de suicidio,nao especificado,hipersonia,neuroticismo,> 2 semanas,transtorno depressivo maior
235,desesperanca,dificuldade para pensar,retraimento social,nao especificado,perturbacoes do sono,herdabilidade,> 2 semanas,transtorno depressivo maior
236,angustia generalizada,dificuldade de concentracao,choro,nao especificado,perturbacoes psicomotoras,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
237,autoaversao,indecisao,suicida,nao especificado,fadiga persistente,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
238,sentimentos de desvalia,pensamentos recorrentes de morte,tentativa de suicidio,nao especificado,perda de energia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
239,sofrimento intenso,ideacao suicida,retraimento social,nao especificado,sintomas somaticos,evento traumatico,> 2 semanas,transtorno depressivo maior
240,melancolia,plano suicida,choro,nao especificado,catatonia,perda significativa,> 2 semanas,transtorno depressivo maior
241,humor deprimido,problemas de memoria,suicida,nao especificado,alteracoes de peso significativas,neuroticismo,> 2 semanas,transtorno depressivo maior
242,disforia,preocupacao,tentativa de suicidio,nao especificado,alteracoes no apetite,herdabilidade,> 2 semanas,transtorno depressivo maior
243,anedonia,ruminacao,retraimento social,nao especificado,insonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
244,tristeza,recordacao intrusiva,choro,nao especificado,hipersonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
245,culpa delirante,perda de interesse,suicida,nao especificado,perturbacoes do sono,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
246,sentimentos de inutilidade,dificuldade para pensar,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,evento traumatico,> 2 semanas,transtorno depressivo maior
247,desesperanca,dificuldade de concentracao,retraimento social,nao especificado,fadiga persistente,perda significativa,> 2 semanas,transtorno depressivo maior
248,angustia generalizada,indecisao,choro,nao especificado,perda de energia,neuroticismo,> 2 semanas,transtorno depressivo maior
249,autoaversao,pensamentos recorrentes de morte,suicida,nao especificado,sintomas somaticos,herdabilidade,> 2 semanas,transtorno depressivo maior
250,sentimentos de desvalia,ideacao suicida,tentativa de suicidio,nao especificado,catatonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
251,sofrimento intenso,plano suicida,retraimento social,nao especificado,alteracoes de peso significativas,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
252,melancolia,problemas de memoria,choro,nao especificado,alteracoes no apetite,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
253,humor deprimido,preocupacao,suicida,nao especificado,insonia,evento traumatico,> 2 semanas,transtorno depressivo maior
254,disforia,ruminacao,tentativa de suicidio,nao especificado,hipersonia,perda significativa,> 2 semanas,transtorno depressivo maior
255,anedonia,recordacao intrusiva,retraimento social,nao especificado,perturbacoes do sono,neuroticismo,> 2 semanas,transtorno depressivo maior
256,tristeza,perda de interesse,choro,nao especificado,perturbacoes psicomotoras,herdabilidade,> 2 semanas,transtorno depressivo maior
257,culpa delirante,dificuldade para pensar,suicida,nao especificado,fadiga persistente,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
258,sentimentos de inutilidade,dificuldade de concentracao,tentativa de suicidio,nao especificado,perda de energia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
259,desesperanca,indecisao,retraimento social,nao especificado,sintomas somaticos,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
260,angustia generalizada,pensamentos recorrentes de morte,choro,nao especificado,catatonia,evento traumatico,> 2 semanas,transtorno depressivo maior
261,autoaversao,ideacao suicida,suicida,nao especificado,alteracoes de peso significativas,perda significativa,> 2 semanas,transtorno depressivo maior
262,sentimentos de desvalia,plano suicida,tentativa de suicidio,nao especificado,alteracoes no apetite,neuroticismo,> 2 semanas,transtorno depressivo maior
263,sofrimento intenso,problemas de memoria,retraimento social,nao especificado,insonia,herdabilidade,> 2 semanas,transtorno depressivo maior
264,melancolia,preocupacao,choro,nao especificado,hipersonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
265,humor deprimido,ruminacao,suicida,nao especificado,perturbacoes do sono,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
266,disforia,recordacao intrusiva,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
267,anedonia,perda de interesse,retraimento social,nao especificado,fadiga persistente,evento traumatico,> 2 semanas,transtorno depressivo maior
268,tristeza,dificuldade para pensar,choro,nao especificado,perda de energia,perda significativa,> 2 semanas,transtorno depressivo maior
269,culpa delirante,dificuldade de concentracao,suicida,nao especificado,sintomas somaticos,neuroticismo,> 2 semanas,transtorno depressivo maior
270,sentimentos de inutilidade,indecisao,tentativa de suicidio,nao especificado,catatonia,herdabilidade,> 2 semanas,transtorno depressivo maior
271,desesperanca,pensamentos recorrentes de morte,retraimento social,nao especificado,alteracoes de peso significativas,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
272,angustia generalizada,ideacao suicida,choro,nao especificado,alteracoes no apetite,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
273,autoaversao,plano suicida,suicida,nao especificado,insonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
274,sentimentos de desvalia,problemas de memoria,tentativa de suicidio,nao especificado,hipersonia,evento traumatico,> 2 semanas,transtorno depressivo maior
275,sofrimento intenso,preocupacao,retraimento social,nao especificado,perturbacoes do sono,perda significativa,> 2 semanas,transtorno depressivo maior
276,melancolia,ruminacao,choro,nao especificado,perturbacoes psicomotoras,neuroticismo,> 2 semanas,transtorno depressivo maior
277,humor deprimido,recordacao intrusiva,suicida,nao especificado,fadiga persistente,herdabilidade,> 2 semanas,transtorno depressivo maior
278,disforia,perda de interesse,tentativa de suicidio,nao especificado,perda de energia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
279,anedonia,dificuldade para pensar,retraimento social,nao especificado,sintomas somaticos,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
280,tristeza,dificuldade de concentracao,choro,nao especificado,catatonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
281,culpa delirante,indecisao,suicida,nao especificado,alteracoes de peso significativas,evento traumatico,> 2 semanas,transtorno depressivo maior
282,sentimentos de inutilidade,pensamentos recorrentes de morte,tentativa de suicidio,nao especificado,alteracoes no apetite,perda significativa,> 2 semanas,transtorno depressivo maior
283,desesperanca,ideacao suicida,retraimento social,nao especificado,insonia,neuroticismo,> 2 semanas,transtorno depressivo maior
284,angustia generalizada,plano suicida,choro,nao especificado,hipersonia,herdabilidade,> 2 semanas,transtorno depressivo maior
285,autoaversao,problemas de memoria,suicida,nao especificado,perturbacoes do sono,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
286,sentimentos de desvalia,preocupacao,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
287,sofrimento intenso,ruminacao,retraimento social,nao especificado,fadiga persistente,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
288,melancolia,recordacao intrusiva,choro,nao especificado,perda de energia,evento traumatico,> 2 semanas,transtorno depressivo maior
289,humor deprimido,perda de interesse,suicida,nao especificado,sintomas somaticos,perda significativa,> 2 semanas,transtorno depressivo maior
290,disforia,dificuldade para pensar,tentativa de suicidio,nao especificado,catatonia,neuroticismo,> 2 semanas,transtorno depressivo maior
291,anedonia,dificuldade de concentracao,retraimento social,nao especificado,alteracoes de peso significativas,herdabilidade,> 2 semanas,transtorno depressivo maior
292,tristeza,indecisao,choro,nao especificado,alteracoes no apetite,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
293,culpa delirante,pensamentos recorrentes de morte,suicida,nao especificado,insonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
294,sentimentos de inutilidade,ideacao suicida,tentativa de suicidio,nao especificado,hipersonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
295,desesperanca,plano suicida,retraimento social,nao especificado,perturbacoes do sono,evento traumatico,> 2 semanas,transtorno depressivo maior
296,angustia generalizada,problemas de memoria,choro,nao especificado,perturbacoes psicomotoras,perda significativa,> 2 semanas,transtorno depressivo maior
297,autoaversao,preocupacao,suicida,nao especificado,fadiga persistente,neuroticismo,> 2 semanas,transtorno depressivo maior
298,sentimentos de desvalia,ruminacao,tentativa de suicidio,nao especificado,perda de energia,herdabilidade,> 2 semanas,transtorno depressivo maior
299,sofrimento intenso,recordacao intrusiva,retraimento social,nao especificado,sintomas somaticos,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
300,melancolia,perda de interesse,choro,nao especificado,catatonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
301,humor deprimido,dificuldade para pensar,suicida,nao especificado,alteracoes de peso significativas,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
302,disforia,dificuldade de concentracao,tentativa de suicidio,nao especificado,alteracoes no apetite,evento traumatico,> 2 semanas,transtorno depressivo maior
303,anedonia,indecisao,retraimento social,nao especificado,insonia,perda significativa,> 2 semanas,transtorno depressivo maior
304,tristeza,pensamentos recorrentes de morte,choro,nao especificado,hipersonia,neuroticismo,> 2 semanas,transtorno depressivo maior
305,culpa delirante,ideacao suicida,suicida,nao especificado,perturbacoes do sono,herdabilidade,> 2 semanas,transtorno depressivo maior
306,sentimentos de inutilidade,plano suicida,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
307,desesperanca,problemas de memoria,retraimento social,nao especificado,fadiga persistente,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
308,angustia generalizada,preocupacao,choro,nao especificado,perda de energia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
309,autoaversao,ruminacao,suicida,nao especificado,sintomas somaticos,evento traumatico,> 2 semanas,transtorno depressivo maior
310,sentimentos de desvalia,recordacao intrusiva,tentativa de suicidio,nao especificado,catatonia,perda significativa,> 2 semanas,transtorno depressivo maior
311,sofrimento intenso,perda de interesse,retraimento social,nao especificado,alteracoes de peso significativas,neuroticismo,> 2 semanas,transtorno depressivo maior
312,melancolia,dificuldade para pensar,choro,nao especificado,alteracoes no apetite,herdabilidade,> 2 semanas,transtorno depressivo maior
313,humor deprimido,dificuldade de concentracao,suicida,nao especificado,insonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
314,disforia,indecisao,tentativa de suicidio,nao especificado,hipersonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
315,anedonia,pensamentos recorrentes de morte,retraimento social,nao especificado,perturbacoes do sono,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
316,tristeza,ideacao suicida,choro,nao especificado,perturbacoes psicomotoras,evento traumatico,> 2 semanas,transtorno depressivo maior
317,culpa delirante,plano suicida,suicida,nao especificado,fadiga persistente,perda significativa,> 2 semanas,transtorno depressivo maior
318,sentimentos de inutilidade,problemas de memoria,tentativa de suicidio,nao especificado,perda de energia,neuroticismo,> 2 semanas,transtorno depressivo maior
319,desesperanca,preocupacao,retraimento social,nao especificado,sintomas somaticos,herdabilidade,> 2 semanas,transtorno depressivo maior
320,angustia generalizada,ruminacao,choro,nao especificado,catatonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
321,autoaversao,recordacao intrusiva,suicida,nao especificado,alteracoes de peso significativas,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
322,sentimentos de desvalia,perda de interesse,tentativa de suicidio,nao especificado,alteracoes no apetite,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
323,sofrimento intenso,dificuldade para pensar,retraimento social,nao especificado,insonia,evento traumatico,> 2 semanas,transtorno depressivo maior
324,melancolia,dificuldade de concentracao,choro,nao especificado,hipersonia,perda significativa,> 2 semanas,transtorno depressivo maior
325,humor deprimido,indecisao,suicida,nao especificado,perturbacoes do sono,neuroticismo,> 2 semanas,transtorno depressivo maior
326,disforia,pensamentos recorrentes de morte,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,herdabilidade,> 2 semanas,transtorno depressivo maior
327,anedonia,ideacao suicida,retraimento social,nao especificado,fadiga persistente,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
328,tristeza,plano suicida,choro,nao especificado,perda de energia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
329,culpa delirante,problemas de memoria,suicida,nao especificado,sintomas somaticos,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
330,sentimentos de inutilidade,preocupacao,tentativa de suicidio,nao especificado,catatonia,evento traumatico,> 2 semanas,transtorno depressivo maior
331,desesperanca,ruminacao,retraimento social,nao especificado,alteracoes de peso significativas,perda significativa,> 2 semanas,transtorno depressivo maior
332,angustia generalizada,recordacao intrusiva,choro,nao especificado,alteracoes no apetite,neuroticismo,> 2 semanas,transtorno depressivo maior
333,autoaversao,perda de interesse,suicida,nao especificado,insonia,herdabilidade,> 2 semanas,transtorno depressivo maior
334,sentimentos de desvalia,dificuldade para pensar,tentativa de suicidio,nao especificado,hipersonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
335,sofrimento intenso,dificuldade de concentracao,retraimento social,nao especificado,perturbacoes do sono,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
336,melancolia,indecisao,choro,nao especificado,perturbacoes psicomotoras,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
337,humor deprimido,pensamentos recorrentes de morte,suicida,nao especificado,fadiga persistente,evento traumatico,> 2 semanas,transtorno depressivo maior
338,disforia,ideacao suicida,tentativa de suicidio,nao especificado,perda de energia,perda significativa,> 2 semanas,transtorno depressivo maior
339,anedonia,plano suicida,retraimento social,nao especificado,sintomas somaticos,neuroticismo,> 2 semanas,transtorno depressivo maior
340,tristeza,problemas de memoria,choro,nao especificado,catatonia,herdabilidade,> 2 semanas,transtorno depressivo maior
341,culpa delirante,preocupacao,suicida,nao especificado,alteracoes de peso significativas,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
342,sentimentos de inutilidade,ruminacao,tentativa de suicidio,nao especificado,alteracoes no apetite,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
343,desesperanca,recordacao intrusiva,retraimento social,nao especificado,insonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
344,angustia generalizada,perda de interesse,choro,nao especificado,hipersonia,evento traumatico,> 2 semanas,transtorno depressivo maior
345,autoaversao,dificuldade para pensar,suicida,nao especificado,perturbacoes do sono,perda significativa,> 2 semanas,transtorno depressivo maior
346,sentimentos de desvalia,dificuldade de concentracao,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,neuroticismo,> 2 semanas,transtorno depressivo maior
347,sofrimento intenso,indecisao,retraimento social,nao especificado,fadiga persistente,herdabilidade,> 2 semanas,transtorno depressivo maior
348,melancolia,pensamentos recorrentes de morte,choro,nao especificado,perda de energia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
349,humor deprimido,ideacao suicida,suicida,nao especificado,sintomas somaticos,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
350,disforia,plano suicida,tentativa de suicidio,nao especificado,catatonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
351,anedonia,problemas de memoria,retraimento social,nao especificado,alteracoes de peso significativas,evento traumatico,> 2 semanas,transtorno depressivo maior
352,tristeza,preocupacao,choro,nao especificado,alteracoes no apetite,perda significativa,> 2 semanas,transtorno depressivo maior
353,culpa delirante,ruminacao,suicida,nao especificado,insonia,neuroticismo,> 2 semanas,transtorno depressivo maior
354,sentimentos de inutilidade,recordacao intrusiva,tentativa de suicidio,nao especificado,hipersonia,herdabilidade,> 2 semanas,transtorno depressivo maior
355,desesperanca,perda de interesse,retraimento social,nao especificado,perturbacoes do sono,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
356,angustia generalizada,dificuldade para pensar,choro,nao especificado,perturbacoes psicomotoras,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
357,autoaversao,dificuldade de concentracao,suicida,nao especificado,fadiga persistente,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
358,sentimentos de desvalia,indecisao,tentativa de suicidio,nao especificado,perda de energia,evento traumatico,> 2 semanas,transtorno depressivo maior
359,sofrimento intenso,pensamentos recorrentes de morte,retraimento social,nao especificado,sintomas somaticos,perda significativa,> 2 semanas,transtorno depressivo maior
360,melancolia,ideacao suicida,choro,nao especificado,catatonia,neuroticismo,> 2 semanas,transtorno depressivo maior
361,humor deprimido,plano suicida,suicida,nao especificado,alteracoes de peso significativas,herdabilidade,> 2 semanas,transtorno depressivo maior
362,disforia,problemas de memoria,tentativa de suicidio,nao especificado,alteracoes no apetite,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
363,anedonia,preocupacao,retraimento social,nao especificado,insonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
364,tristeza,ruminacao,choro,nao especificado,hipersonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
365,culpa delirante,recordacao intrusiva,suicida,nao especificado,perturbacoes do sono,evento traumatico,> 2 semanas,transtorno depressivo maior
366,sentimentos de inutilidade,perda de interesse,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,perda significativa,> 2 semanas,transtorno depressivo maior
367,desesperanca,dificuldade para pensar,retraimento social,nao especificado,fadiga persistente,neuroticismo,> 2 semanas,transtorno depressivo maior
368,angustia generalizada,dificuldade de concentracao,choro,nao especificado,perda de energia,herdabilidade,> 2 semanas,transtorno depressivo maior
369,autoaversao,indecisao,suicida,nao especificado,sintomas somaticos,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
370,sentimentos de desvalia,pensamentos recorrentes de morte,tentativa de suicidio,nao especificado,catatonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
371,sofrimento intenso,ideacao suicida,retraimento social,nao especificado,alteracoes de peso significativas,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
372,melancolia,plano suicida,choro,nao especificado,alteracoes no apetite,evento traumatico,> 2 semanas,transtorno depressivo maior
373,humor deprimido,problemas de memoria,suicida,nao especificado,insonia,perda significativa,> 2 semanas,transtorno depressivo maior
374,disforia,preocupacao,tentativa de suicidio,nao especificado,hipersonia,neuroticismo,> 2 semanas,transtorno depressivo maior
375,anedonia,ruminacao,retraimento social,nao especificado,perturbacoes do sono,herdabilidade,> 2 semanas,transtorno depressivo maior
376,tristeza,recordacao intrusiva,choro,nao especificado,perturbacoes psicomotoras,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
377,culpa delirante,perda de interesse,suicida,nao especificado,fadiga persistente,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
378,sentimentos de inutilidade,dificuldade para pensar,tentativa de suicidio,nao especificado,perda de energia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
379,desesperanca,dificuldade de concentracao,retraimento social,nao especificado,sintomas somaticos,evento traumatico,> 2 semanas,transtorno depressivo maior
380,angustia generalizada,indecisao,choro,nao especificado,catatonia,perda significativa,> 2 semanas,transtorno depressivo maior
381,autoaversao,pensamentos recorrentes de morte,suicida,nao especificado,alteracoes de peso significativas,neuroticismo,> 2 semanas,transtorno depressivo maior
382,sentimentos de desvalia,ideacao suicida,tentativa de suicidio,nao especificado,alteracoes no apetite,herdabilidade,> 2 semanas,transtorno depressivo maior
383,sofrimento intenso,plano suicida,retraimento social,nao especificado,insonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
384,melancolia,problemas de memoria,choro,nao especificado,hipersonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
385,humor deprimido,preocupacao,suicida,nao especificado,perturbacoes do sono,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
386,disforia,ruminacao,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,evento traumatico,> 2 semanas,transtorno depressivo maior
387,anedonia,recordacao intrusiva,retraimento social,nao especificado,fadiga persistente,perda significativa,> 2 semanas,transtorno depressivo maior
388,tristeza,perda de interesse,choro,nao especificado,perda de energia,neuroticismo,> 2 semanas,transtorno depressivo maior
389,culpa delirante,dificuldade para pensar,suicida,nao especificado,sintomas somaticos,herdabilidade,> 2 semanas,transtorno depressivo maior
390,sentimentos de inutilidade,dificuldade de concentracao,tentativa de suicidio,nao especificado,catatonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
391,desesperanca,indecisao,retraimento social,nao especificado,alteracoes de peso significativas,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
392,angustia generalizada,pensamentos recorrentes de morte,choro,nao especificado,alteracoes no apetite,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
393,autoaversao,ideacao suicida,suicida,nao especificado,insonia,evento traumatico,> 2 semanas,transtorno depressivo maior
394,sentimentos de desvalia,plano suicida,tentativa de suicidio,nao especificado,hipersonia,perda significativa,> 2 semanas,transtorno depressivo maior
395,sofrimento intenso,problemas de memoria,retraimento social,nao especificado,perturbacoes do sono,neuroticismo,> 2 semanas,transtorno depressivo maior
396,melancolia,preocupacao,choro,nao especificado,perturbacoes psicomotoras,herdabilidade,> 2 semanas,transtorno depressivo maior
397,humor deprimido,ruminacao,suicida,nao especificado,fadiga persistente,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
398,disforia,recordacao intrusiva,tentativa de suicidio,nao especificado,perda de energia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
399,anedonia,perda de interesse,retraimento social,nao especificado,sintomas somaticos,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
400,tristeza,dificuldade para pensar,choro,nao especificado,catatonia,evento traumatico,> 2 semanas,transtorno depressivo maior
401,culpa delirante,dificuldade de concentracao,suicida,nao especificado,alteracoes de peso significativas,perda significativa,> 2 semanas,transtorno depressivo maior
402,sentimentos de inutilidade,indecisao,tentativa de suicidio,nao especificado,alteracoes no apetite,neuroticismo,> 2 semanas,transtorno depressivo maior
403,desesperanca,pensamentos recorrentes de morte,retraimento social,nao especificado,insonia,herdabilidade,> 2 semanas,transtorno depressivo maior
404,angustia generalizada,ideacao suicida,choro,nao especificado,hipersonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
405,autoaversao,plano suicida,suicida,nao especificado,perturbacoes do sono,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
406,sentimentos de desvalia,problemas de memoria,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
407,sofrimento intenso,preocupacao,retraimento social,nao especificado,fadiga persistente,evento traumatico,> 2 semanas,transtorno depressivo maior
408,melancolia,ruminacao,choro,nao especificado,perda de energia,perda significativa,> 2 semanas,transtorno depressivo maior
409,humor deprimido,recordacao intrusiva,suicida,nao especificado,sintomas somaticos,neuroticismo,> 2 semanas,transtorno depressivo maior
410,disforia,perda de interesse,tentativa de suicidio,nao especificado,catatonia,herdabilidade,> 2 semanas,transtorno depressivo maior
411,anedonia,dificuldade para pensar,retraimento social,nao especificado,alteracoes de peso significativas,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
412,tristeza,dificuldade de concentracao,choro,nao especificado,alteracoes no apetite,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
413,culpa delirante,indecisao,suicida,nao especificado,insonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
414,sentimentos de inutilidade,pensamentos recorrentes de morte,tentativa de suicidio,nao especificado,hipersonia,evento traumatico,> 2 semanas,transtorno depressivo maior
415,desesperanca,ideacao suicida,retraimento social,nao especificado,perturbacoes do sono,perda significativa,> 2 semanas,transtorno depressivo maior
416,angustia generalizada,plano suicida,choro,nao especificado,perturbacoes psicomotoras,neuroticismo,> 2 semanas,transtorno depressivo maior
417,autoaversao,problemas de memoria,suicida,nao especificado,fadiga persistente,herdabilidade,> 2 semanas,transtorno depressivo maior
418,sentimentos de desvalia,preocupacao,tentativa de suicidio,nao especificado,perda de energia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
419,sofrimento intenso,ruminacao,retraimento social,nao especificado,sintomas somaticos,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
420,melancolia,recordacao intrusiva,choro,nao especificado,catatonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
421,humor deprimido,perda de interesse,suicida,nao especificado,alteracoes de peso significativas,evento traumatico,> 2 semanas,transtorno depressivo maior
422,disforia,dificuldade para pensar,tentativa de suicidio,nao especificado,alteracoes no apetite,perda significativa,> 2 semanas,transtorno depressivo maior
423,anedonia,dificuldade de concentracao,retraimento social,nao especificado,insonia,neuroticismo,> 2 semanas,transtorno depressivo maior
424,tristeza,indecisao,choro,nao especificado,hipersonia,herdabilidade,> 2 semanas,transtorno depressivo maior
425,culpa delirante,pensamentos recorrentes de morte,suicida,nao especificado,perturbacoes do sono,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
